longitude,latitude,sq,cluster
139.6259611,35.83699119,776,2
139.6735043,35.93242024,781,2
139.6255624,35.91971107,786,2
139.7121382,35.94722219,814,2
139.6642652,35.82585084,824,2
139.8122778,35.98517706,827,2
139.7016706,35.86313943,844,2
139.7935819,35.90328981,859,2
139.622207,35.88603077,870,2
139.7021199,35.82056852,917,2
139.6342744,35.87513786,929,2
139.527058,36.04181893,936,2
139.6987426,35.96456959,941,2
139.6550246,35.99073262,946,2
139.7338569,36.0324992,971,2
139.809511,35.89337429,981,2
139.6470688,35.87062648,990,2
139.6384535,35.84719684,993,2
139.7140038,35.81884697,998,2
139.6575643,35.87635095,1003,2
139.6768334,35.84446971,1007,2
139.7227027,36.06728916,1017,2
139.5606965,35.95212602,1033,2
139.7532575,35.8333947,1034,2
139.6498302,35.98202071,1035,2
139.5285121,36.03520827,1050,2
139.6708526,36.06999079,1067,2
139.6922511,36.06669031,1087,2
139.7148969,36.0695182,1092,2
139.795825,35.92093816,1122,2
139.5980809,35.91683548,1125,2
139.7082965,35.8196272,1133,2
139.7028665,35.86626499,1142,2
139.7009589,35.94065488,1143,2
139.7799133,35.90258342,1182,2
139.6677705,35.9007861,1184,2
139.7760557,35.85188464,1185,2
139.6437408,35.87663304,1244,2
139.6131255,35.92585444,1255,2
139.6303797,35.93623728,1259,2
139.745992,35.87710928,1267,2
139.6416471,35.90202139,1271,2
139.7763207,35.96383012,1273,2
139.7691948,35.85186645,1284,2
139.6997829,35.94472543,1330,2
139.6238563,35.91268609,1344,2
139.7724332,35.95516688,1352,2
139.6449901,35.93243092,1364,2
139.6092384,35.86668938,1366,2
139.8296675,35.97487641,1373,2
139.7714033,35.96161157,1376,2
139.683301,35.96212901,1390,2
139.642065,35.84068807,1397,2
139.6034558,35.86197822,1400,2
139.5718744,35.90753507,1407,2
139.6210498,35.88494289,1424,2
139.7088929,35.86184841,1432,2
139.7731506,35.85547602,1435,2
139.608629,35.93106376,1439,2
139.7877391,35.93049843,1442,2
139.5989803,35.97701678,1443,2
139.7862961,35.93732426,1448,2
139.6426183,35.88087467,1449,2
139.7229872,35.83004915,1464,2
139.7891435,35.88780513,1468,2
139.7600425,35.92750462,1472,2
139.5991947,35.90308124,1481,2
139.654169,35.86242643,1491,2
139.5819357,35.96974944,1493,2
139.6654868,35.83663722,1496,2
139.7926838,35.87035548,1507,2
139.6669977,36.03528329,1512,2
139.5870888,35.91473379,1531,2
139.5831555,35.91116997,1533,2
139.8213205,35.92445949,1537,2
139.6124779,35.93053426,1544,2
139.7585064,35.86746822,1583,2
139.6362013,35.86359765,1586,2
139.7689316,35.89658837,1605,2
139.7075515,35.82286413,1653,2
139.5756598,35.91976745,1665,2
139.8292839,35.97538622,1679,2
139.7915826,35.85881673,1697,2
139.7323941,35.96585927,1721,2
139.7910676,35.86042892,1749,2
139.6636908,35.94042495,1751,2
139.6607924,35.863401,1771,2
139.6467373,35.88551481,1773,2
139.6754129,36.06565771,1785,2
139.5862539,35.9838875,1787,2
139.8034401,35.89974704,1801,2
139.6900643,36.06754807,1822,2
139.6402098,35.98201083,1824,2
139.6205283,35.9370196,1862,2
139.6206016,35.84981761,1871,2
139.7416634,35.97382711,1878,2
139.5748433,35.83483306,1886,2
139.6429891,35.92923507,1887,2
139.6910932,35.84872643,1899,2
139.7298357,35.96777262,1911,2
139.6468666,35.85488526,1915,2
139.8029955,35.98279307,1916,2
139.7376731,36.00083871,1953,2
139.674996,35.82538218,1957,2
139.7668846,35.93996062,1970,2
139.6738872,35.82980158,1987,2
139.8406938,35.98674555,1996,2
139.657108,36.01524723,2001,2
139.7993635,35.87568332,2004,2
139.6239797,35.90154141,2015,2
139.6008446,35.92840228,2037,2
139.6189803,35.865371,2045,2
139.6101473,35.92847809,2046,2
139.7474247,35.82979797,2048,2
139.6109315,35.95177524,2063,2
139.6706857,35.85203485,2064,2
139.6284791,35.91582455,2070,2
139.7969475,35.90348758,2091,2
139.5497546,36.00245153,2148,2
139.6904272,35.8262711,2155,2
139.7050069,35.85276188,2162,2
139.7027949,35.82886263,2164,2
139.6497714,35.84225073,2182,2
139.7726404,35.95296826,2196,2
139.7019432,35.87148588,2203,2
139.7511862,35.97391961,2210,2
139.6588706,35.85936628,2221,2
139.6231685,35.86509579,2234,2
139.640971,35.89672038,2246,2
139.6643523,35.85769446,2251,2
139.7059434,35.95230427,2265,2
139.7779864,35.9248443,2271,2
139.6628596,35.8369616,2301,2
139.6310368,35.90520379,2308,2
139.6735656,35.86845529,2309,2
139.5885495,35.95837586,2310,2
139.5687841,36.00681224,2318,2
139.7196995,36.07419304,2332,2
139.5860686,35.89988217,2333,2
139.6534083,36.00159391,2341,2
139.6731937,35.94991268,2346,2
139.6311154,35.96356601,2360,2
139.781968,35.86948273,2361,2
139.7925432,35.89308566,2378,2
139.6903119,35.95725134,2386,2
139.6280932,35.83710276,2420,2
139.6368064,35.88361987,2423,2
139.5909349,35.96823519,2428,2
139.6845219,35.83335841,2454,2
139.5927394,35.93182652,2463,2
139.6150378,35.86629369,2477,2
139.7593054,35.84248082,2478,2
139.6666507,36.00665795,2480,2
139.7218437,36.03421525,2491,2
139.608948,36.06526533,2497,2
139.7140385,35.9456432,2511,2
139.7796321,35.84584514,2521,2
139.6667338,35.92146863,2561,2
139.6380441,35.91360451,2567,2
139.6712907,35.93637148,2601,2
139.5862643,35.84500857,2612,2
139.5450945,36.02727333,2613,2
139.7922748,35.91259165,2623,2
139.6201505,35.90335449,2629,2
139.7737119,35.9555424,2632,2
139.7725937,35.9030195,2639,2
139.6169839,35.93447268,2644,2
139.684116,36.05423581,2660,2
139.5719062,35.9709271,2679,2
139.7132552,35.82824011,2688,2
139.7249065,35.96513649,2712,2
139.812323,35.99101678,2718,2
139.6755916,35.84921401,2727,2
139.6257982,35.91485671,2728,2
139.8332195,35.97270578,2747,2
139.6689881,35.92598966,2799,2
139.6623603,35.82498543,2844,2
139.6780374,35.86934444,2860,2
139.6576067,35.85183257,2896,2
139.6987383,35.83263616,2904,2
139.5754572,35.91411325,2907,2
139.5984742,36.02212385,2942,2
139.5681701,35.96605269,2944,2
139.6316308,35.83662272,2968,2
139.7153186,36.07855025,2995,2
139.6852853,35.88095715,2999,2
139.6357501,35.9208357,3031,2
139.7876664,35.86883553,3034,2
139.6507275,35.83608783,3041,2
139.582868,35.91094718,3044,2
139.6950771,35.83255081,3056,2
139.7615435,35.92031422,3059,2
139.6473687,35.93996731,3060,2
139.6694058,35.92657813,3062,2
139.773662,35.93285146,3073,2
139.7036102,35.83509328,3074,2
139.7514518,35.87002939,3112,2
139.6970899,35.87976354,3134,2
139.661604,35.83986493,3140,2
139.6661411,35.94316533,3151,2
139.6915678,35.85541821,3163,2
139.6422843,35.86437288,3166,2
139.6725571,36.0594153,3173,2
139.7906178,35.8573101,3175,2
139.7709097,35.98241793,3178,2
139.783472,35.94071445,3183,2
139.7002948,35.86378691,3188,2
139.7286218,36.06789653,3202,2
139.6258959,35.8543809,3211,2
139.6685938,36.01357741,3220,2
139.6668326,35.86348013,3223,2
139.510451,36.06318307,3227,2
139.613443,35.86664648,3240,2
139.7143881,36.04903743,3300,2
139.686439,35.83644838,3316,2
139.6314498,35.93337357,3326,2
139.6418668,35.89686799,3337,2
139.5777546,36.00002918,3355,2
139.6075183,35.92320608,3357,2
139.7554476,35.97086282,3359,2
139.7693719,35.9687812,3404,2
139.5845263,35.91762758,3416,2
139.7796072,35.88659738,3422,2
139.7675909,35.95911616,3425,2
139.7333664,35.82390509,3455,2
139.7414439,35.99542844,3458,2
139.7977605,35.91807161,3477,2
139.6769649,35.84780948,3489,2
139.6780508,35.82679782,3530,2
139.6377572,35.87830434,3531,2
139.7289509,35.86693037,3532,2
139.7301362,35.82917534,3557,2
139.6614107,35.94506407,3601,2
139.6275452,35.92267944,3609,2
139.6885969,35.8251463,3637,2
139.6619929,35.84405677,3646,2
139.6516294,35.97127579,3659,2
139.7304581,35.8739973,3667,2
139.7793758,35.85779229,3668,2
139.5608186,35.95459774,3669,2
139.6415204,35.83457196,3675,2
139.6434128,35.94048511,3677,2
139.7644832,35.97547011,3685,2
139.6157957,35.91868348,3700,2
139.8183293,35.92194762,3704,2
139.7021504,35.82515635,3706,2
139.6068192,35.94475493,3708,2
139.7503634,35.97909184,3714,2
139.6800072,35.82736434,3722,2
139.6307372,35.86003621,3736,2
139.7075099,35.8567257,3737,2
139.6221034,35.86545251,3755,2
139.6477854,35.86069783,3786,2
139.6153759,35.87648523,3787,2
139.7285064,35.83538302,3799,2
139.6372855,35.95523298,3807,2
139.6134901,35.94527572,3816,2
139.5680824,36.01856017,3819,2
139.5847156,35.84617595,3820,2
139.6732512,36.05976028,3842,2
139.8035906,35.90081711,3859,2
139.6100378,35.89920978,3868,2
139.6155619,35.89726394,3874,2
139.5867632,35.91335939,3906,2
139.6749586,35.84627325,3907,2
139.5834463,35.94971734,3941,2
139.5896785,35.84516575,3964,2
139.6207306,35.94976033,3979,2
139.7330051,35.99091554,3994,2
139.6740015,36.0344541,4012,2
139.7138242,35.85051889,4033,2
139.7665671,35.94629218,4042,2
139.6439979,35.85070468,4048,2
139.7078515,36.06800669,4061,2
139.6164445,35.92943489,4092,2
139.7781878,35.94584371,4104,2
139.6529372,36.00052485,4117,2
139.5861226,35.84861615,4127,2
139.6681822,35.85431355,4134,2
139.7850981,35.904957,4145,2
139.7611486,35.86425781,4169,2
139.7455342,35.82662095,4179,2
139.6630575,35.86249733,4184,2
139.7843367,35.9032455,4190,2
139.5650192,35.97141183,4199,2
139.6186324,35.945241,4202,2
139.6493157,35.88514847,4220,2
139.7258048,36.06845652,4221,2
139.7763143,35.84119982,4271,2
139.6467109,35.83696267,4289,2
139.746005,35.81593387,4301,2
139.5965855,36.06699604,4302,2
139.697264,35.95974937,4318,2
139.6413895,35.98994735,4321,2
139.6061036,35.91693509,4326,2
139.7949517,35.88956414,4328,2
139.5554449,35.99413477,4331,2
139.6522395,35.86289149,4348,2
139.7923251,35.87763863,4350,2
139.7243618,35.83574992,4359,2
139.654321,35.84268973,4372,2
139.5367324,36.02533496,4377,2
139.6980548,35.83418737,4381,2
139.6012399,35.87027575,4404,2
139.7985276,35.86030678,4437,2
139.663038,35.98974097,4518,2
139.6319355,35.87527857,4536,2
139.6076182,35.91205735,4539,2
139.6057506,36.06539121,4541,2
139.7964632,35.91533065,4542,2
139.6343297,35.84766804,4571,2
139.6910696,35.86235211,4578,2
139.6163198,35.97389767,4588,2
139.6460888,35.87361431,4598,2
139.6575432,35.88464624,4627,2
139.6654292,35.83051272,4629,2
139.7942465,35.87780389,4677,2
139.7699663,35.91988205,4680,2
139.6599772,35.82833421,4682,2
139.7704269,35.90935047,4685,2
139.6010791,35.90635323,4694,2
139.5873291,35.95775231,4701,2
139.6504767,35.95857304,4708,2
139.6552903,35.86252552,4718,2
139.8130086,35.88795388,4722,2
139.6670353,36.06437219,4741,2
139.5499244,36.01500202,4742,2
139.7759763,35.88116969,4747,2
139.6648978,35.98696809,4774,2
139.6978324,36.06636244,4777,2
139.6909491,35.87722045,4785,2
139.7237967,36.06422985,4806,2
139.6912541,35.87186477,4827,2
139.6811324,35.87307412,4837,2
139.630825,35.8322965,4869,2
139.6585929,35.85969358,4870,2
139.6084518,35.86758658,4892,2
139.7798738,35.89859163,4896,2
139.7268038,35.82302055,4903,2
139.6502855,35.94553553,4908,2
139.6874895,35.8260252,4922,2
139.7043194,35.85329225,4927,2
139.6439621,35.89176338,4956,2
139.6815613,35.8426789,4977,2
139.6611575,35.85754079,4978,2
139.6292273,35.83949502,4990,2
139.6439343,35.88447877,4994,2
139.678609,35.91486059,5002,2
139.6759707,35.70946086,1,3
139.7020376,35.71638648,3,3
139.6323279,35.7259601,10,3
139.6470942,35.75051492,12,3
139.5997912,35.67227509,15,3
139.5828588,35.70229187,26,3
139.682383,35.75012262,33,3
139.5443867,35.74108501,36,3
139.5715595,35.82471909,42,3
139.6291202,35.67907133,43,3
139.6908503,35.76942002,45,3
139.6463229,35.72110611,46,3
139.5510516,35.77178895,52,3
139.5662152,35.73254733,64,3
139.7373259,35.72296805,69,3
139.6835041,35.73397664,70,3
139.6774925,35.75730132,85,3
139.6895161,35.66457465,91,3
139.6511771,35.71837108,101,3
139.6430745,35.67758936,111,3
139.5863626,35.72356954,115,3
139.6550105,35.81820098,116,3
139.7362677,35.75046139,117,3
139.7273968,35.76110295,123,3
139.7362064,35.68657951,126,3
139.565294,35.76897751,130,3
139.6780757,35.68051636,132,3
139.5419722,35.70702978,134,3
139.6050806,35.65850027,153,3
139.5424398,35.75062588,160,3
139.6152882,35.70373395,161,3
139.7004481,35.77428312,162,3
139.6602748,35.67386828,177,3
139.692316,35.76734781,189,3
139.6092591,35.72323734,198,3
139.575266,35.75352738,203,3
139.623467,35.70273313,213,3
139.66832,35.72034527,214,3
139.7057541,35.80034652,218,3
139.7194038,35.80995445,228,3
139.6477525,35.75420483,232,3
139.7052096,35.7484576,244,3
139.6852633,35.70371057,247,3
139.6904814,35.68105194,251,3
139.686207,35.6904381,261,3
139.6742747,35.66625756,263,3
139.6516495,35.66379525,264,3
139.6563921,35.71395303,266,3
139.7050644,35.77431504,270,3
139.68411,35.72945522,277,3
139.6309988,35.67000129,289,3
139.5627154,35.71672402,297,3
139.7138674,35.74810767,300,3
139.6331358,35.735718,303,3
139.6783659,35.81213268,324,3
139.7116921,35.79952327,344,3
139.6709895,35.74392825,345,3
139.6853192,35.7678345,346,3
139.62575,35.78735259,350,3
139.7278681,35.71361135,351,3
139.6373825,35.71295601,352,3
139.6548807,35.67217522,354,3
139.6888711,35.72198259,357,3
139.5728284,35.82224997,360,3
139.6544725,35.6783332,362,3
139.6103466,35.73852125,363,3
139.6158872,35.72887436,364,3
139.5838971,35.76637735,373,3
139.5391815,35.76063821,374,3
139.597551,35.79191028,382,3
139.6916142,35.67962875,383,3
139.5789496,35.74725448,385,3
139.7076722,35.75857011,386,3
139.7109686,35.70343488,390,3
139.7104893,35.81003326,392,3
139.6858047,35.71040111,394,3
139.6031854,35.78044449,397,3
139.6171361,35.68458012,402,3
139.7183758,35.73341207,406,3
139.6930498,35.72910605,417,3
139.6879737,35.76375844,419,3
139.5636067,35.75240951,424,3
139.5780798,35.80501625,430,3
139.6558356,35.72079882,432,3
139.639317,35.69834896,435,3
139.5557835,35.7452355,436,3
139.7377239,35.70553937,440,3
139.7081066,35.74941885,442,3
139.5582536,35.70182504,445,3
139.6839359,35.75310605,448,3
139.7299537,35.72346698,453,3
139.6517523,35.73922518,459,3
139.5880711,35.74604096,462,3
139.658379,35.71249581,464,3
139.5725763,35.83046329,468,3
139.664332,35.67831243,472,3
139.5547441,35.76017627,481,3
139.6291432,35.69692216,483,3
139.6281505,35.78245233,499,3
139.6794543,35.73445686,505,3
139.7203752,35.78146721,519,3
139.7083398,35.80214443,524,3
139.7013154,35.76885824,525,3
139.6052783,35.78692397,526,3
139.7410496,35.71258473,528,3
139.6575428,35.71814128,530,3
139.6011949,35.7897574,538,3
139.7317993,35.67371383,539,3
139.6591811,35.74129869,541,3
139.6103464,35.67545249,543,3
139.658829,35.73903353,548,3
139.7006265,35.75507877,551,3
139.6560545,35.76763382,552,3
139.646953,35.76251263,558,3
139.7127839,35.81721619,573,3
139.562248,35.80278114,584,3
139.7031355,35.67080553,594,3
139.7029826,35.70277264,596,3
139.7332152,35.6997497,607,3
139.7027544,35.7597326,610,3
139.7301134,35.72141288,625,3
139.6017541,35.72862209,626,3
139.6380694,35.67202186,632,3
139.6881471,35.70743223,641,3
139.6920164,35.67709854,644,3
139.7417129,35.77240723,650,3
139.7178482,35.74748219,660,3
139.5868209,35.69116511,663,3
139.6806332,35.74962013,664,3
139.6457924,35.70911427,679,3
